ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
224720,U15-003,2022AR15B,Valide,2,2,novote,novote,novote,2,2,novote,novote,novote,novote,4,0,4,0,0,7
224731,U15-003,2022AR15B,Valide,1,3,2,2,2,3,novote,3,3,2,1,10,2,4,4,0,1
224739,U15-003,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
224753,U15-002,2022AR15A,Valide,novote,novote,novote,novote,1,novote,novote,novote,1,1,1,4,4,0,0,0,7
224761,U15-003,2022AR15B,Valide,novote,novote,novote,novote,novote,1,2,1,2,3,2,6,2,3,1,0,5
224770,U15-001,2022AR15A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,7
224771,U15-003,2022AR15B,Nul,1 3,2,3,1,2,2,2,2,2,2,3,10,1,7,2,0,0
224780,U15-001,2022AR15A,Valide,1,1,novote,novote,2,2,novote,3,1,novote,3,7,3,2,2,0,4
224794,U15-003,2022AR15B,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,1,2,4,3,1,0,0,7
224807,U15-003,2022AR15B,Valide,3,4,1,3,1,2,3,3,2,2,1,11,3,3,4,1,0
224817,U15-002,2022AR15A,Valide,novote,novote,1,1,2,2,4,novote,novote,novote,novote,5,2,2,0,1,6
224828,U15-002,2022AR15A,Valide,2,2,1,4,2,3,3,3,4,novote,2,10,1,4,3,2,1
224835,U15-002,2022AR15A,Valide,3,novote,1,novote,1,2,novote,novote,1,novote,3,6,3,1,2,0,5
224854,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,7
224866,U15-001,2022AR15A,Valide,2,2,novote,3,3,1,novote,2,novote,4,4,8,1,3,2,2,3
224900,U15-003,2022AR15B,Valide,novote,novote,2,novote,1,novote,novote,novote,1,novote,1,4,3,1,0,0,7
224905,U15-003,2022AR15B,Valide,2,novote,1,novote,1,2,3,3,novote,novote,2,7,2,3,2,0,4
224920,U15-001,2022AR15A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
224924,U15-001,2022AR15A,Valide,1,novote,2,4,novote,novote,4,4,novote,novote,novote,5,1,1,0,3,6
224935,U15-002,2022AR15A,Valide,3,3,1,2,2,2,3,1,2,1,1,11,4,4,3,0,0
224937,U15-001,2022AR15A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
224938,U15-003,2022AR15B,Nul,novote,novote,2,novote,2,novote,novote,novote,novote,novote,novote,2,0,2,0,0,9
224950,U15-003,2022AR15B,Valide,1,1,3,1,1,1,3,1,2,3,1,11,7,1,3,0,0
224962,U15-001,2022AR15A,Valide,2,2,2,2,2,2,2,2,2,2,2,11,0,11,0,0,0
224963,U15-003,2022AR15B,Nul,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,3,2,0,1,1,0,9
224972,U15-003,2022AR15B,Valide,4,3,2,2,1,1,3,2,2,2,1,11,3,5,2,1,0
224979,U15-001,2022AR15A,Valide,1,1,1,novote,novote,1,novote,novote,novote,1,novote,5,5,0,0,0,6
224982,U15-003,2022AR15B,Valide,2,1,novote,novote,1,1,4,4,4,2,1,9,4,2,0,3,2
224987,U15-001,2022AR15A,Nul,2,novote,novote,novote,novote,2,novote,novote,novote,novote,2,3,0,3,0,0,8
224992,U15-003,2022AR15B,Valide,1,2,3,2,1,1,4,4,novote,novote,1,9,4,2,1,2,2
225002,U15-003,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,7
225014,U15-002,2022AR15A,Valide,2,novote,1,1,2,1,novote,novote,novote,novote,2,6,3,3,0,0,5
225033,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
225036,U15-001,2022AR15A,Valide,2,2,novote,novote,2,novote,novote,novote,novote,1,novote,4,1,3,0,0,7
225043,U15-003,2022AR15B,Valide,3,3,1,2,2,2,2,3,3,3,2,11,1,5,5,0,0
225056,U15-002,2022AR15A,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,7
225067,U15-003,2022AR15B,Valide,1,1,1,novote,1,1,4,4,1,1,2,10,7,1,0,2,1
225088,U15-003,2022AR15B,Valide,2,2,novote,novote,novote,1,1,novote,novote,novote,novote,4,2,2,0,0,7
225100,U15-003,2022AR15B,Valide,1,4,4,4,4,4,4,4,1,1,1,11,4,0,0,7,0
225108,U15-003,2022AR15B,Valide,novote,novote,1,1,1,1,1,2,novote,novote,novote,6,5,1,0,0,5
225111,U15-001,2022AR15A,Valide,1,4,4,4,1,1,4,4,4,1,1,11,5,0,0,6,0
225117,U15-001,2022AR15A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,10
225120,U15-002,2022AR15A,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
225126,U15-001,2022AR15A,Valide,2,1,1,novote,1,novote,novote,novote,novote,novote,1,5,4,1,0,0,6
225131,U15-003,2022AR15B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
225150,U15-003,2022AR15B,Valide,1,3,3,4,1,3,2,3,3,3,1,11,3,1,6,1,0
225159,U15-003,2022AR15B,Valide,1,2,3,3,1,1,4,4,3,2,1,11,4,2,3,2,0
225180,U15-003,2022AR15B,Nul,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,2,0,2,0,0,9
225188,U15-002,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,1,5,5,0,0,0,6
225190,U15-003,2022AR15B,Valide,4,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,3,0,0,1,7
225207,U15-002,2022AR15A,Valide,1,novote,novote,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
225248,U15-003,2022AR15B,Valide,1,2,2,4,1,1,4,3,2,2,3,11,3,4,2,2,0
225261,U15-002,2022AR15A,Valide,2,2,novote,novote,2,novote,novote,3,novote,novote,novote,4,0,3,1,0,7
225329,U15-003,2022AR15B,Nul,2,novote,novote,2,2,novote,novote,novote,novote,novote,novote,3,0,3,0,0,8
225338,U15-003,2022AR15B,Valide,1,novote,novote,3,1,novote,novote,novote,novote,novote,1,4,3,0,1,0,7
225348,U15-003,2022AR15B,Valide,2,1,2,1,1,2,2,2,1,novote,1,10,5,5,0,0,1
225350,U15-002,2022AR15A,Valide,3,novote,2,novote,novote,2,3,novote,1,novote,novote,5,1,2,2,0,6
225357,U15-003,2022AR15B,Valide,2,2,3,2,1,1,3,3,2,novote,novote,9,2,4,3,0,2
225370,U15-002,2022AR15A,Valide,2,novote,1,novote,novote,novote,novote,novote,novote,2,2,4,1,3,0,0,7
225415,U15-002,2022AR15A,Valide,novote,1,2,1,1,novote,1,novote,novote,novote,novote,5,4,1,0,0,6
225423,U15-003,2022AR15B,Valide,1,2,2,3,3,3,3,3,2,novote,2,10,1,4,5,0,1
225425,U15-003,2022AR15B,Valide,1,1,novote,4,2,1,4,4,1,novote,novote,8,4,1,0,3,3
225434,U15-003,2022AR15B,Valide,novote,2,novote,1,novote,novote,1,1,novote,novote,novote,4,3,1,0,0,7
225461,U15-003,2022AR15B,Valide,2,novote,2,novote,1,novote,novote,novote,novote,novote,3,4,1,2,1,0,7
225488,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
225489,U15-003,2022AR15B,Valide,1,2,1,3,1,2,3,1,2,3,2,11,4,4,3,0,0
225500,U15-003,2022AR15B,Valide,1,novote,2,novote,1,novote,novote,novote,2,1,novote,5,3,2,0,0,6
225506,U15-003,2022AR15B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
225511,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
225540,U15-003,2022AR15B,Valide,1,1,4,novote,novote,1,4,4,1,novote,4,8,4,0,0,4,3
225547,U15-003,2022AR15B,Valide,2,novote,novote,novote,1,novote,novote,novote,novote,2,1,4,2,2,0,0,7
225563,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
225580,U15-003,2022AR15B,Valide,1,novote,novote,novote,novote,novote,4,4,1,novote,novote,4,2,0,0,2,7
225583,U15-002,2022AR15A,Valide,1,novote,novote,novote,novote,novote,4,4,2,novote,novote,4,1,1,0,2,7
225587,U15-003,2022AR15B,Valide,1,2,1,1,1,2,4,4,3,3,1,11,5,2,2,2,0
225598,U15-003,2022AR15B,Valide,3,2,3,2,1,2,3,2,2,3,3,11,1,5,5,0,0
225616,U15-003,2022AR15B,Valide,3,2,3,2,1,2,3,2,novote,novote,2,9,1,5,3,0,2
225625,U15-003,2022AR15B,Valide,1,3,4,4,1,2,3,3,4,4,3,11,2,1,4,4,0
225637,U15-002,2022AR15A,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
225643,U15-003,2022AR15B,Nul,1 2,2,1 2,1,1 2,1 4,2,2,3,4,3,7,1,3,2,1,0
225661,U15-003,2022AR15B,Valide,2,2,novote,2,1,2,novote,3,novote,2,novote,7,1,5,1,0,4
225672,U15-002,2022AR15A,Valide,novote,novote,novote,novote,1,novote,novote,novote,1,1,1,4,4,0,0,0,7
225673,U15-003,2022AR15B,Valide,2,2,3,4,1,1,2,3,1,2,2,11,3,5,2,1,0
225683,U15-003,2022AR15B,Valide,3,3,1,1,3,1,4,1,3,1,3,11,5,0,5,1,0
225692,U15-003,2022AR15B,Valide,3,2,3,3,3,2,3,2,3,3,2,11,0,4,7,0,0
225694,U15-002,2022AR15A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
225711,U15-003,2022AR15B,Valide,2,2,novote,4,2,2,2,3,4,4,2,10,0,6,1,3,1
225717,U15-003,2022AR15B,Valide,1,2,3,3,1,2,3,3,2,3,2,11,2,4,5,0,0
225735,U15-003,2022AR15B,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
225754,U15-003,2022AR15B,Valide,3,2,2,1,1,1,3,3,3,3,1,11,4,2,5,0,0
225770,U15-002,2022AR15A,Valide,novote,novote,novote,novote,1,novote,4,1,1,novote,novote,4,3,0,0,1,7
225773,U15-003,2022AR15B,Valide,3,3,2,2,2,2,4,4,novote,novote,novote,8,0,4,2,2,3
225777,U15-002,2022AR15A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
225782,U15-003,2022AR15B,Valide,novote,novote,novote,1,1,novote,novote,1,1,novote,1,5,5,0,0,0,6
225803,U15-003,2022AR15B,Valide,1,2,2,2,3,1,1,1,novote,novote,2,9,4,4,1,0,2
225807,U15-002,2022AR15A,Valide,1,novote,novote,novote,novote,1,4,4,1,novote,novote,5,3,0,0,2,6
225831,U15-003,2022AR15B,Valide,1,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
225843,U15-002,2022AR15A,Valide,novote,4,novote,novote,novote,novote,4,novote,4,4,novote,4,0,0,0,4,7
225846,U15-003,2022AR15B,Nul,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,9
225853,U15-002,2022AR15A,Nul,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
225864,U15-003,2022AR15B,Valide,1,3,3,2,1,1,2,2,3,3,2,11,3,4,4,0,0
225873,U15-003,2022AR15B,Valide,2,novote,novote,novote,1,2,novote,novote,2,novote,1,5,2,3,0,0,6
225901,U15-003,2022AR15B,Valide,3,3,2,2,1,1,2,2,3,2,1,11,3,5,3,0,0
225909,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
225922,U15-002,2022AR15A,Valide,2,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,3,1,0,0,7
225923,U15-003,2022AR15B,Valide,novote,1,novote,novote,novote,novote,novote,novote,2,1,1,4,3,1,0,0,7
225930,U15-003,2022AR15B,Valide,1,novote,1,1,1,1,novote,novote,novote,novote,2,6,5,1,0,0,5
225932,U15-002,2022AR15A,Valide,novote,novote,novote,novote,2,2,2,novote,novote,novote,2,4,0,4,0,0,7
225937,U15-003,2022AR15B,Valide,2,1,3,3,1,2,4,4,4,3,3,11,2,2,4,3,0
225946,U15-003,2022AR15B,Valide,1,1,1,3,1,1,2,1,3,novote,1,10,7,1,2,0,1
225972,U15-003,2022AR15B,Valide,novote,novote,novote,novote,2,novote,4,3,novote,novote,3,4,0,1,2,1,7
225981,U15-003,2022AR15B,Valide,2,2,3,4,2,1,4,2,2,4,3,11,1,5,2,3,0
225994,U15-002,2022AR15A,Valide,novote,1,novote,1,2,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
225999,U15-003,2022AR15B,Valide,novote,1,1,1,novote,novote,novote,1,3,4,1,7,5,0,1,1,4
226023,U15-002,2022AR15A,Valide,1,novote,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
226047,U15-002,2022AR15A,Valide,1,2,2,4,2,2,2,2,3,novote,2,10,1,7,1,1,1
226056,U15-002,2022AR15A,Valide,novote,novote,novote,4,novote,1,2,novote,4,novote,novote,4,1,1,0,2,7
226060,U15-003,2022AR15B,Valide,2,novote,2,novote,1,novote,novote,novote,novote,novote,1,4,2,2,0,0,7
226078,U15-003,2022AR15B,Valide,novote,novote,novote,novote,2,2,novote,novote,1,novote,2,4,1,3,0,0,7
226086,U15-003,2022AR15B,Valide,4,4,novote,1,2,2,4,4,4,4,2,10,1,3,0,6,1
226094,U15-002,2022AR15A,Valide,3,novote,3,3,1,3,3,4,2,novote,1,9,2,1,5,1,2
226102,U15-002,2022AR15A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226105,U15-003,2022AR15B,Valide,2,2,3,2,2,2,3,2,3,3,2,11,0,7,4,0,0
226125,U15-003,2022AR15B,Valide,1,2,3,1,1,3,2,3,2,novote,3,10,3,3,4,0,1
226130,U15-003,2022AR15B,Valide,2,1,2,4,1,1,1,1,4,2,2,11,5,4,0,2,0
226139,U15-003,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,novote,1,novote,1,5,5,0,0,0,6
226162,U15-002,2022AR15A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226173,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
226188,U15-003,2022AR15B,Valide,2,3,3,4,2,3,3,3,2,3,3,11,0,3,7,1,0
226198,U15-003,2022AR15B,Valide,novote,2,novote,novote,novote,1,novote,novote,2,novote,2,4,1,3,0,0,7
226208,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,2,novote,novote,novote,novote,1,4,3,1,0,0,7
226236,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,2,2,4,2,2,0,0,7
226261,U15-003,2022AR15B,Valide,2,3,1,1,1,2,3,3,2,3,2,11,3,4,4,0,0
226271,U15-003,2022AR15B,Valide,1,2,1,novote,1,2,4,2,3,3,2,10,3,4,2,1,1
226280,U15-003,2022AR15B,Valide,novote,novote,1,novote,novote,1,4,4,novote,novote,novote,4,2,0,0,2,7
226311,U15-003,2022AR15B,Valide,4,1,3,4,1,1,1,4,4,4,1,11,5,0,1,5,0
226320,U15-003,2022AR15B,Valide,1,3,1,3,1,3,4,3,3,3,1,11,4,0,6,1,0
226329,U15-003,2022AR15B,Valide,1,1,1,3,2,1,3,3,3,2,2,11,4,3,4,0,0
226331,U15-003,2022AR15B,Valide,1,4,4,2,2,4,4,4,4,4,2,11,1,3,0,7,0
226340,U15-003,2022AR15B,Valide,1,novote,1,novote,1,2,2,novote,novote,novote,novote,5,3,2,0,0,6
226360,U15-003,2022AR15B,Valide,1,2,2,3,1,1,2,2,2,2,2,11,3,7,1,0,0
226371,U15-003,2022AR15B,Valide,2,novote,1,novote,novote,novote,novote,2,novote,1,novote,4,2,2,0,0,7
226379,U15-003,2022AR15B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226401,U15-003,2022AR15B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
226420,U15-003,2022AR15B,Valide,novote,novote,novote,novote,2,2,4,3,2,3,2,7,0,4,2,1,4
226430,U15-002,2022AR15A,Valide,novote,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226431,U15-003,2022AR15B,Valide,2,3,2,4,2,3,4,4,1,3,3,11,1,3,4,3,0
226440,U15-003,2022AR15B,Valide,2,novote,2,novote,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,7
226445,U15-003,2022AR15B,Valide,novote,2,novote,novote,2,2,novote,novote,novote,novote,3,4,0,3,1,0,7
226454,U15-003,2022AR15B,Valide,3,3,3,3,4,3,3,3,3,4,3,11,0,0,9,2,0
226464,U15-002,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
226471,U15-003,2022AR15B,Valide,novote,1,3,1,3,3,2,2,2,novote,3,9,2,3,4,0,2
226507,U15-003,2022AR15B,Valide,3,4,4,2,1,1,2,3,4,4,1,11,3,2,2,4,0
226511,U15-002,2022AR15A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226516,U15-009,2022AR15A,Valide,1,novote,novote,novote,2,2,novote,novote,2,novote,novote,4,1,3,0,0,7
226528,U15-003,2022AR15B,Valide,1,3,1,2,1,1,2,3,3,3,2,11,4,3,4,0,0
226536,U15-003,2022AR15B,Valide,1,2,3,3,2,3,3,3,4,novote,3,10,1,2,6,1,1
226550,U15-002,2022AR15A,Valide,1,2,2,novote,2,1,novote,novote,novote,novote,novote,5,2,3,0,0,6
226555,U15-003,2022AR15B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,7
226568,U15-003,2022AR15B,Valide,1,1,3,2,1,1,3,4,4,4,3,11,4,1,3,3,0
226571,U15-002,2022AR15A,Valide,2,1,3,1,3,3,1,1,2,3,1,11,5,2,4,0,0
226578,U15-003,2022AR15B,Valide,3,novote,2,novote,1,novote,novote,novote,novote,novote,1,4,2,1,1,0,7
226588,U15-003,2022AR15B,Valide,novote,1,2,novote,2,novote,4,2,novote,novote,novote,5,1,3,0,1,6
226603,U15-003,2022AR15B,Valide,novote,2,1,novote,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
226621,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,10
226630,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
226637,U15-003,2022AR15B,Valide,novote,novote,novote,novote,3,2,novote,novote,1,novote,3,4,1,1,2,0,7
226654,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,2,novote,novote,1,novote,1,4,3,1,0,0,7
226658,U15-002,2022AR15A,Valide,1,novote,novote,1,1,1,novote,1,novote,novote,novote,5,5,0,0,0,6
226662,U15-003,2022AR15B,Valide,2,1,2,3,1,1,4,3,3,3,3,11,3,2,5,1,0
226669,U15-003,2022AR15B,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
226706,U15-003,2022AR15B,Valide,novote,4,novote,4,novote,3,novote,novote,3,novote,novote,4,0,0,2,2,7
226746,U15-002,2022AR15A,Valide,1,3,1,2,1,2,4,3,3,1,1,11,5,2,3,1,0
226750,U15-003,2022AR15B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,7
226758,U15-003,2022AR15B,Valide,1,1,1,1,1,1,2,3,3,2,1,11,7,2,2,0,0
226786,U15-003,2022AR15B,Valide,3,3,1,3,1,3,3,3,1,1,3,11,4,0,7,0,0
226811,U15-003,2022AR15B,Valide,3,3,3,3,2,2,3,3,3,3,3,11,0,2,9,0,0
226828,U15-003,2022AR15B,Valide,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,4,4,0,0,0,7
226835,U15-003,2022AR15B,Valide,1,3,3,4,1,1,3,4,2,3,2,11,3,2,4,2,0
226856,U15-003,2022AR15B,Valide,1,2,2,1,1,1,1,3,2,2,1,11,6,4,1,0,0
226865,U15-003,2022AR15B,Valide,3,3,novote,novote,1,novote,novote,2,novote,novote,novote,4,1,1,2,0,7
226871,U15-003,2022AR15B,Valide,1,3,1,1,1,2,4,novote,3,2,1,10,5,2,2,1,1
226884,U15-002,2022AR15A,Valide,1,novote,2,novote,2,novote,novote,novote,novote,novote,1,4,2,2,0,0,7
226885,U15-003,2022AR15B,Valide,1,1,1,1,1,1,4,4,1,1,1,11,9,0,0,2,0
226901,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
226906,U15-003,2022AR15B,Valide,3,3,1,3,1,1,3,1,2,3,4,11,4,1,5,1,0
226907,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
226914,U15-003,2022AR15B,Valide,1,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
226925,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
226948,U15-003,2022AR15B,Valide,1,2,1,2,2,1,1,2,3,3,3,11,4,4,3,0,0
226964,U15-003,2022AR15B,Valide,1,2,3,1,4,1,2,1,2,2,4,11,4,4,1,2,0
226979,U15-003,2022AR15B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
226985,U15-002,2022AR15A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,7
226992,U15-002,2022AR15A,Valide,1,novote,2,novote,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
227000,U15-002,2022AR15A,Valide,2,1,1,1,1,1,4,novote,novote,2,2,9,5,3,0,1,2
227008,U15-003,2022AR15B,Valide,2,4,4,2,4,1,novote,1,1,novote,3,9,3,2,1,3,2
227017,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
227024,U15-002,2022AR15A,Valide,1,1,2,2,2,2,2,2,1,1,1,11,5,6,0,0,0
227025,U15-003,2022AR15B,Valide,1,2,2,2,2,1,2,1,novote,novote,2,9,3,6,0,0,2
227032,U15-003,2022AR15B,Valide,2,3,4,1,2,novote,novote,novote,novote,novote,3,6,1,2,2,1,5
227038,U15-003,2022AR15B,Valide,novote,1,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
227040,U15-002,2022AR15A,Valide,1,1,2,4,1,1,4,4,3,novote,novote,9,4,1,1,3,2
227045,U15-003,2022AR15B,Valide,2,1,1,novote,novote,1,2,2,2,novote,1,8,4,4,0,0,3
227052,U15-003,2022AR15B,Valide,1,4,2,4,1,3,4,1,1,2,1,11,5,2,1,3,0
227061,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,novote,1,4,4,0,0,0,7
227065,U15-002,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
227069,U15-003,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
227084,U15-003,2022AR15B,Valide,2,2,1,2,2,3,4,2,novote,1,2,10,2,6,1,1,1
227128,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
227134,U15-002,2022AR15A,Valide,1,novote,1,1,1,1,1,novote,novote,novote,1,7,7,0,0,0,4
227140,U15-003,2022AR15B,Valide,1,novote,novote,1,1,novote,novote,1,2,novote,novote,5,4,1,0,0,6
227146,U15-003,2022AR15B,Valide,2,1,2,2,1,1,2,2,2,2,1,11,4,7,0,0,0
227181,U15-003,2022AR15B,Valide,1,1,2,2,1,1,1,1,2,2,2,11,6,5,0,0,0
227189,U15-003,2022AR15B,Valide,1,2,1,2,1,1,4,3,3,4,3,11,4,2,3,2,0
227213,U15-003,2022AR15B,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
227229,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,novote,1,novote,1,4,4,0,0,0,7
227243,U15-003,2022AR15B,Valide,novote,novote,3,novote,2,novote,novote,novote,1,novote,3,4,1,1,2,0,7
227250,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
227259,U15-003,2022AR15B,Valide,2,3,1,2,1,1,2,2,2,3,2,11,3,6,2,0,0
227309,U15-002,2022AR15A,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
227318,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
227325,U15-002,2022AR15A,Valide,1,1,1,2,1,1,3,3,3,2,2,11,5,3,3,0,0
227335,U15-003,2022AR15B,Valide,4,4,novote,4,4,2,2,4,2,4,4,10,0,3,0,7,1
227343,U15-003,2022AR15B,Valide,2,2,1,2,1,2,2,2,2,2,1,11,3,8,0,0,0
227359,U15-003,2022AR15B,Valide,1,3,4,3,1,1,4,4,1,4,3,11,4,0,3,4,0
227376,U15-003,2022AR15B,Valide,novote,1,novote,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
227379,U15-002,2022AR15A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,7
227400,U15-003,2022AR15B,Valide,1,1,novote,novote,novote,novote,novote,2,novote,novote,1,4,3,1,0,0,7
227408,U15-003,2022AR15B,Valide,novote,1,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
227415,U15-003,2022AR15B,Valide,novote,2,novote,novote,1,1,novote,novote,novote,novote,1,4,3,1,0,0,7
227442,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,3,3,0,0,0,8
227450,U15-003,2022AR15B,Valide,1,4,2,3,1,3,3,3,novote,4,4,10,2,1,4,3,1
227457,U15-003,2022AR15B,Valide,novote,novote,2,novote,2,1,novote,novote,novote,1,novote,4,2,2,0,0,7
227487,U15-003,2022AR15B,Valide,2,2,2,4,1,1,4,3,2,2,1,11,3,5,1,2,0
227497,U15-002,2022AR15A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
227519,U15-002,2022AR15A,Valide,2,2,1,3,2,2,4,3,1,3,4,11,2,4,3,2,0
227536,U15-003,2022AR15B,Valide,1,1,novote,novote,1,2,4,novote,novote,novote,2,6,3,2,0,1,5
227544,U15-003,2022AR15B,Valide,2,novote,2,novote,novote,2,novote,novote,novote,novote,2,4,0,4,0,0,7
